epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00000329.2	H3K9me3	49.2373	0.6938	38.3555	0.4985
IHECRE00000330.2	H3K9me3	39.8334	0.6534	29.211	0.4518
IHECRE00000332.2	H3K9me3	44.4641	0.7387	31.2922	0.4986
IHECRE00000335.2	H3K9me3	37.356	0.5858	31.3904	0.4374
IHECRE00000339.2	H3K9me3	19.1239	0.4296	14.867	0.299
IHECRE00000341.2	H3K9me3	34.3059	0.6786	22.3205	0.4118
IHECRE00000343.2	H3K9me3	25.5648	0.4243	22.0267	0.3217
IHECRE00000346.2	H3K9me3	21.9268	0.4564	14.2456	0.2836
IHECRE00000347.2	H3K9me3	39.0742	0.6951	27.1355	0.4606
IHECRE00000348.2	H3K9me3	29.8047	0.5422	23.098	0.3773
IHECRE00000349.2	H3K9me3	49.6723	0.6858	43.8488	0.5378
IHECRE00000353.2	H3K9me3	40.5331	0.6448	28.357	0.4385
IHECRE00000354.2	H3K9me3	51.816	0.7172	41.7692	0.5361
IHECRE00000642.1	H3K9me3	48.9427	0.6952	43.2168	0.6962
IHECRE00000648.3	H3K9me3	23.9371	0.3489	21.3487	0.5388
IHECRE00000649.1	H3K9me3	26.1041	0.4734	22.8336	0.5577
IHECRE00000663.3	H3K9me3	22.2023	0.4413	19.1748	0.5098
IHECRE00000665.1	H3K9me3	56.0843	0.6381	55.5781	0.7078
IHECRE00000666.1	H3K9me3	29.6314	0.4974	25.4633	0.5266
IHECRE00000675.3	H3K9me3	15.356	0.3523	14.6677	0.4339
IHECRE00000683.3	H3K9me3	60.3196	0.7631	51.1525	0.7246
IHECRE00000701.3	H3K9me3	25.0352	0.4137	22.9626	0.576
IHECRE00000702.1	H3K9me3	19.3553	0.4453	17.8048	0.4694
IHECRE00000704.1	H3K9me3	31.2442	0.4946	27.9967	0.6107
IHECRE00000709.3	H3K9me3	13.9071	0.2603	12.6367	0.4804
IHECRE00000718.3	H3K9me3	63.4897	0.7627	52.9654	0.7327
IHECRE00000728.1	H3K9me3	16.6646	0.3865	14.7439	0.4081
IHECRE00000729.3	H3K9me3	22.6755	0.4605	18.9654	0.4892
IHECRE00000734.3	H3K9me3	14.2732	0.3127	12.6268	0.4563
IHECRE00000738.3	H3K9me3	21.8264	0.4109	18.9632	0.4871
IHECRE00000743.1	H3K9me3	15.1294	0.3746	13.3447	0.4195
IHECRE00000750.3	H3K9me3	NA	NA	31.6441	0.6251
IHECRE00000774.3	H3K9me3	52.3523	0.7276	43.6187	0.5501
IHECRE00000775.1	H3K9me3	42.7221	0.6641	33.3483	0.6038
IHECRE00000784.3	H3K9me3	39.2188	0.6051	31.7715	0.6229
IHECRE00000785.3	H3K9me3	6.5862	0.213	5.6335	0.1754
IHECRE00000800.3	H3K9me3	11.632	0.3514	9.7252	0.315
IHECRE00000807.3	H3K9me3	44.0882	0.6771	29.1591	0.4286
IHECRE00000808.1	H3K9me3	36.5161	0.5387	29.3916	0.6051
IHECRE00000810.3	H3K9me3	19.1157	0.4077	17.1034	0.423
IHECRE00000828.1	H3K9me3	48.8024	0.6305	43.2056	0.7161
IHECRE00000831.3	H3K9me3	61.6521	0.7558	49.3541	0.7261
IHECRE00000833.3	H3K9me3	25.2823	0.4782	20.9183	0.5137
IHECRE00000843.1	H3K9me3	NA	NA	15.9333	0.4858
IHECRE00000845.3	H3K9me3	21.6391	0.434	18.7862	0.5249
IHECRE00000849.3	H3K9me3	NA	NA	17.2567	0.4824
IHECRE00000864.3	H3K9me3	15.4277	0.2992	14.1771	0.4972
IHECRE00000865.1	H3K9me3	17.1581	0.3842	16.2263	0.5055
IHECRE00000866.3	H3K9me3	58.187	0.725	47.0723	0.7063
IHECRE00000867.3	H3K9me3	22.2713	0.4296	18.8986	0.4505
IHECRE00000868.3	H3K9me3	5.7165	0.1688	5.3651	0.1539
IHECRE00000881.1	H3K9me3	26.5278	0.4752	21.0692	0.5159
IHECRE00000882.3	H3K9me3	6.8569	0.1707	6.0076	0.1452
IHECRE00000886.3	H3K9me3	10.7137	0.33	9.317	0.3227
IHECRE00000887.1	H3K9me3	36.2266	0.5366	31.1215	0.622
IHECRE00000891.3	H3K9me3	23.8351	0.4449	21.3289	0.5096
IHECRE00000915.1	H3K9me3	17.1434	0.3763	17.7958	0.5091
IHECRE00000916.3	H3K9me3	19.9416	0.3613	18.6864	0.5389
IHECRE00000924.7	H3K9me3	19.2197	0.3623	17.3778	0.2952
IHECRE00000925.7	H3K9me3	25.7976	0.4253	23.6937	0.3507
IHECRE00000926.6	H3K9me3	38.1034	0.5518	30.1134	0.3999
IHECRE00000927.6	H3K9me3	28.8487	0.4626	25.6963	0.3503
IHECRE00000929.7	H3K9me3	32.0243	0.5494	29.1211	0.4428
IHECRE00000930.6	H3K9me3	25.62	0.3663	26.161	0.3342
IHECRE00000931.7	H3K9me3	22.8835	0.3529	20.0381	0.2618
IHECRE00000932.6	H3K9me3	16.1204	0.3357	13.6179	0.2708
IHECRE00000933.7	H3K9me3	51.0456	0.741	43.7872	0.554
IHECRE00000934.7	H3K9me3	33.8874	0.518	21.7157	0.2951
IHECRE00000935.6	H3K9me3	47.1065	0.6478	36.074	0.4628
IHECRE00000936.7	H3K9me3	21.6507	0.4394	16.7362	0.2889
IHECRE00000937.7	H3K9me3	23.2719	0.541	20.6825	0.4406
IHECRE00000938.7	H3K9me3	27.217	0.5115	18.0805	0.3104
IHECRE00000939.6	H3K9me3	48.0419	0.7092	39.7472	0.5263
IHECRE00000940.6	H3K9me3	43.2479	0.6766	34.5767	0.5022
IHECRE00000941.6	H3K9me3	45.5957	0.685	32.02	0.4705
IHECRE00000942.6	H3K9me3	28.1249	0.502	17.5642	0.2832
IHECRE00000943.7	H3K9me3	29.1701	0.5772	24.4483	0.4137
IHECRE00000945.7	H3K9me3	24.8359	0.4892	18.7072	0.3311
IHECRE00000946.7	H3K9me3	44.5238	0.6688	25.1425	0.4283
IHECRE00000947.7	H3K9me3	22.3994	0.4046	20.2715	0.302
IHECRE00000948.6	H3K9me3	34.3995	0.569	25.7687	0.3882
IHECRE00000949.6	H3K9me3	47.512	0.6572	33.49	0.4359
IHECRE00000950.7	H3K9me3	19.9732	0.429	14.8474	0.2646
IHECRE00000951.7	H3K9me3	40.8731	0.6386	34.683	0.4856
IHECRE00000952.6	H3K9me3	33.9866	0.5621	26.4055	0.3959
IHECRE00000953.7	H3K9me3	22.9104	0.4342	15.7464	0.2646
IHECRE00000954.6	H3K9me3	6.8822	0.2397	6.2205	0.1535
IHECRE00000955.6	H3K9me3	34.6515	0.5465	26.0909	0.3863
IHECRE00000956.7	H3K9me3	50.8846	0.7432	15.3021	0.3514
IHECRE00000957.7	H3K9me3	27.2528	0.5141	20.5194	0.3591
IHECRE00000958.6	H3K9me3	10.8309	0.2538	9.2061	0.1678
IHECRE00000959.6	H3K9me3	52.3068	0.7774	43.6308	0.6044
IHECRE00000961.6	H3K9me3	49.5954	0.7068	30.7463	0.4476
IHECRE00000962.7	H3K9me3	42.9314	0.6363	25.1722	0.3711
IHECRE00000963.7	H3K9me3	58.657	0.7922	50.2246	0.6144
IHECRE00000964.7	H3K9me3	35.0736	0.5806	22.7648	0.3401
IHECRE00000965.7	H3K9me3	21.2121	0.4425	16.1585	0.2869
IHECRE00000966.7	H3K9me3	18.2782	0.3787	17.9571	0.3066
IHECRE00000968.6	H3K9me3	51.4568	0.7188	42.2709	0.5512
IHECRE00000969.7	H3K9me3	22.0503	0.4271	18.7005	0.2988
IHECRE00000971.6	H3K9me3	40.6857	0.6418	35.4799	0.4896
IHECRE00000972.6	H3K9me3	32.2586	0.5227	27.8018	0.3811
IHECRE00000973.6	H3K9me3	42.3146	0.6529	35.413	0.4895
IHECRE00000974.7	H3K9me3	30.9301	0.5283	16.6783	0.2436
IHECRE00000975.8	H3K9me3	46.0705	0.6693	28.3685	0.4033
IHECRE00000976.6	H3K9me3	41.544	0.5983	34.3638	0.446
IHECRE00000977.6	H3K9me3	26.2849	0.571	15.8525	0.3571
IHECRE00000978.6	H3K9me3	10.1002	0.2957	8.7189	0.1765
IHECRE00000979.6	H3K9me3	37.8183	0.6066	30.2996	0.454
IHECRE00000980.8	H3K9me3	25.7421	0.509	22.705	0.4109
IHECRE00000982.6	H3K9me3	10.3802	0.2156	9.555	0.1551
IHECRE00000983.7	H3K9me3	27.1015	0.4228	25.4726	0.407
IHECRE00000984.6	H3K9me3	13.172	0.2842	11.5033	0.19
IHECRE00000985.7	H3K9me3	40.1715	0.5806	20.533	0.2929
IHECRE00000986.6	H3K9me3	39.2209	0.6119	29.3971	0.4206
IHECRE00000987.6	H3K9me3	30.9365	0.4352	23.8591	0.2934
IHECRE00000988.6	H3K9me3	38.3196	0.5832	22.6415	0.3671
IHECRE00000989.7	H3K9me3	47.1299	0.6997	36.93	0.507
IHECRE00000990.6	H3K9me3	34.7032	0.5903	24.2257	0.3824
IHECRE00000991.6	H3K9me3	38.1862	0.5889	30.3603	0.43
IHECRE00000992.7	H3K9me3	50.4993	0.7213	28.5459	0.3881
IHECRE00000993.6	H3K9me3	46.7891	0.6458	29.5629	0.3856
IHECRE00000994.7	H3K9me3	41.2821	0.6647	28.1011	0.4661
IHECRE00000995.6	H3K9me3	39.9801	0.6163	34.2221	0.4873
IHECRE00000996.7	H3K9me3	36.1616	0.5696	23.1358	0.3664
IHECRE00000997.7	H3K9me3	29.0436	0.5367	12.2842	0.1866
IHECRE00000999.7	H3K9me3	29.1476	0.5077	13.7774	0.2387
IHECRE00001000.7	H3K9me3	23.982	0.4607	18.7391	0.3251
IHECRE00001001.6	H3K9me3	25.5595	0.4783	21.1159	0.3318
IHECRE00001002.4	H3K9me3	49.6345	0.672	27.7804	0.4232
IHECRE00001003.4	H3K9me3	51.2366	0.6826	35.1867	0.671
IHECRE00001004.4	H3K9me3	48.3649	0.6699	24.617	0.3457
IHECRE00001005.4	H3K9me3	52.4439	0.626	37.9373	0.6814
IHECRE00001006.4	H3K9me3	62.7137	0.7703	41.9804	0.699
IHECRE00001007.4	H3K9me3	40.4829	0.5495	26.6217	0.6161
IHECRE00001008.4	H3K9me3	41.106	0.5953	27.5524	0.6112
IHECRE00001009.4	H3K9me3	53.2283	0.7314	39.3421	0.6121
IHECRE00001010.4	H3K9me3	69.0966	0.7886	45.6811	0.6131
IHECRE00001011.4	H3K9me3	55.8355	0.6593	35.6014	0.6193
IHECRE00001012.4	H3K9me3	41.3576	0.5082	28.6754	0.635
IHECRE00001013.4	H3K9me3	60.3025	0.7234	41.5046	0.6939
IHECRE00001014.4	H3K9me3	43.7038	0.569	31.1385	0.6452
IHECRE00001015.4	H3K9me3	56.2295	0.7494	44.7912	0.6801
IHECRE00001016.4	H3K9me3	58.6842	0.7063	39.2125	0.6852
IHECRE00001017.4	H3K9me3	51.9003	0.6095	38.1919	0.684
IHECRE00001018.4	H3K9me3	48.8028	0.6731	30.4733	0.6399
IHECRE00001019.4	H3K9me3	57.4721	0.6764	37.6199	0.6725
IHECRE00001020.4	H3K9me3	59.0565	0.6934	45.6219	0.7071
IHECRE00001021.4	H3K9me3	58.4808	0.6895	46.0243	0.636
IHECRE00001022.4	H3K9me3	56.9765	0.7005	37.8569	0.6522
IHECRE00001024.7	H3K9me3	55.9962	0.7688	52.811	0.6447
IHECRE00001025.7	H3K9me3	40.078	0.6431	36.1694	0.5031
IHECRE00001026.7	H3K9me3	33.2468	0.5239	29.2825	0.4188
IHECRE00001027.7	H3K9me3	21.9234	0.4643	20.1684	0.4104
IHECRE00001029.7	H3K9me3	51.6172	0.724	40.0315	0.5359
IHECRE00001030.7	H3K9me3	29.2615	0.5084	19.8337	0.31
IHECRE00001031.6	H3K9me3	47.0652	0.6987	42.0274	0.5616
IHECRE00001032.6	H3K9me3	52.4042	0.731	45.0079	0.5544
IHECRE00001033.7	H3K9me3	42.7048	0.6784	11.4777	0.3104
IHECRE00001034.7	H3K9me3	49.3389	0.6849	41.7451	0.5454
IHECRE00001037.6	H3K9me3	48.2129	0.7113	27.4652	0.43
IHECRE00001038.6	H3K9me3	26.3543	0.4994	16.7935	0.2833
IHECRE00001039.6	H3K9me3	43.3164	0.6924	30.3641	0.4601
IHECRE00001040.6	H3K9me3	39.4434	0.6551	31.1253	0.4879
IHECRE00001041.8	H3K9me3	41.6773	0.6774	19.5269	0.3951
IHECRE00001043.7	H3K9me3	39.4283	0.6278	32.5541	0.466
IHECRE00001044.7	H3K9me3	56.366	0.7641	42.3785	0.5584
IHECRE00001045.7	H3K9me3	43.7132	0.6774	35.5323	0.5095
IHECRE00001046.7	H3K9me3	23.2488	0.4002	20.5018	0.3335
IHECRE00001047.7	H3K9me3	14.3004	0.3007	10.5512	0.1729
IHECRE00001048.6	H3K9me3	26.9959	0.4985	19.1991	0.3119
IHECRE00001049.7	H3K9me3	9.0649	0.2527	7.1998	0.1422
IHECRE00001050.8	H3K9me3	55.4718	0.7076	32.0873	0.4333
IHECRE00001052.6	H3K9me3	20.7219	0.468	17.9428	0.3027
IHECRE00001053.7	H3K9me3	21.6779	0.4042	16.4146	0.2527
IHECRE00001054.7	H3K9me3	50.7043	0.6721	34.6702	0.455
IHECRE00001055.7	H3K9me3	45.056	0.6648	29.984	0.4354
IHECRE00001232.5	H3K9me3	48.8847	0.6547	31.9786	0.5409
IHECRE00001233.5	H3K9me3	50.3441	0.644	30.5543	0.6034
IHECRE00001234.5	H3K9me3	44.4406	0.5947	26.4894	0.5789
IHECRE00001235.5	H3K9me3	53.2525	0.6995	33.564	0.6213
IHECRE00001236.5	H3K9me3	45.9709	0.6707	30.044	0.5595
IHECRE00001237.1	H3K9me3	35.986	0.5692	29.4855	0.4041
IHECRE00001239.1	H3K9me3	29.2121	0.4805	23.4362	0.3438
IHECRE00001244.1	H3K9me3	22.6996	0.4526	16.9612	0.2903
IHECRE00001246.1	H3K9me3	27.0606	0.4668	23.476	0.3763
IHECRE00001249.1	H3K9me3	53.4094	0.7662	46.1547	0.6005
IHECRE00001250.1	H3K9me3	58.0916	0.7805	44.2931	0.5721
IHECRE00001251.1	H3K9me3	23.6001	0.4587	19.1882	0.3008
IHECRE00001252.1	H3K9me3	43.123	0.6433	34.7379	0.4715
IHECRE00001255.1	H3K9me3	44.047	0.6468	36.4983	0.4846
IHECRE00001256.1	H3K9me3	33.098	0.5292	29.6219	0.4056
IHECRE00001269.1	H3K9me3	38.4804	0.6247	33.7562	0.48
IHECRE00001271.1	H3K9me3	22.7775	0.44	18.3925	0.3178
IHECRE00001275.1	H3K9me3	47.637	0.6744	34.1467	0.4691
IHECRE00001286.1	H3K9me3	57.7866	0.7787	43.5212	0.5652
IHECRE00001289.1	H3K9me3	31.5349	0.5313	27.62	0.406
IHECRE00001292.1	H3K9me3	29.753	0.4875	23.5214	0.3376
IHECRE00001293.1	H3K9me3	29.9226	0.5043	24.8778	0.3772
IHECRE00001297.1	H3K9me3	55.3912	0.7405	44.3855	0.5562
IHECRE00001301.1	H3K9me3	11.134	0.2782	9.5613	0.1636
IHECRE00001304.1	H3K9me3	32.2502	0.455	29.4662	0.3689
IHECRE00001306.1	H3K9me3	49.59	0.6905	36.5397	0.4997
IHECRE00001313.1	H3K9me3	16.4702	0.432	13.0789	0.2587
IHECRE00001314.1	H3K9me3	41.8353	0.6351	34.21	0.4613
IHECRE00001315.1	H3K9me3	55.1945	0.7729	45.307	0.5821
IHECRE00001319.1	H3K9me3	18.222	0.3441	14.3594	0.2135
IHECRE00001326.1	H3K9me3	24.3724	0.4707	20.4179	0.341
IHECRE00001327.1	H3K9me3	24.4463	0.3907	23.2421	0.3301
IHECRE00001332.1	H3K9me3	52.7826	0.7316	40.5379	0.5298
IHECRE00001335.1	H3K9me3	16.8029	0.4568	19.9122	0.3685
IHECRE00001338.1	H3K9me3	13.0886	0.3315	10.6351	0.1963
IHECRE00001359.1	H3K9me3	24.9782	0.5034	22.2706	0.3829
IHECRE00001362.1	H3K9me3	39.184	0.6393	34.3081	0.4947
IHECRE00001366.1	H3K9me3	46.7187	0.6446	36.6589	0.4683
IHECRE00001368.1	H3K9me3	34.9042	0.5407	28.3239	0.3863
IHECRE00001370.1	H3K9me3	42.5486	0.5822	34.4751	0.426
IHECRE00001372.1	H3K9me3	47.6146	0.6847	37.3143	0.5195
IHECRE00001375.1	H3K9me3	39.9207	0.7078	27.175	0.4685
IHECRE00001378.1	H3K9me3	33.4131	0.5302	27.3157	0.3889
IHECRE00001379.1	H3K9me3	63.3556	0.8102	54.8353	0.6162
IHECRE00001391.1	H3K9me3	40.889	0.6119	35.5194	0.4603
IHECRE00001392.1	H3K9me3	23.068	0.4433	18.4349	0.3018
IHECRE00001398.1	H3K9me3	32.8925	0.5403	28.0769	0.4076
IHECRE00001405.1	H3K9me3	23.4884	0.4659	20.2283	0.344
IHECRE00001409.1	H3K9me3	57.2839	0.779	46.1834	0.5808
IHECRE00001413.1	H3K9me3	31.5371	0.5549	27.1054	0.4555
IHECRE00001431.1	H3K9me3	14.9288	0.3185	11.2829	0.1829
IHECRE00001435.1	H3K9me3	55.0441	0.7662	44.3536	0.5719
IHECRE00001437.1	H3K9me3	30.4234	0.48	26.5147	0.3544
IHECRE00001447.1	H3K9me3	49.2698	0.6926	38.1213	0.4929
IHECRE00001449.1	H3K9me3	33.5153	0.5178	26.186	0.3722
IHECRE00001457.1	H3K9me3	53.2229	0.7439	43.2387	0.5494
IHECRE00001458.1	H3K9me3	50.6527	0.7047	44.0002	0.5559
IHECRE00001460.1	H3K9me3	58.5685	0.7681	47.1377	0.5594
IHECRE00001461.1	H3K9me3	51.1199	0.7148	41.0664	0.5342
IHECRE00001467.1	H3K9me3	62.3315	0.8098	50.9087	0.5895
IHECRE00001471.1	H3K9me3	18.4374	0.3541	16.2489	0.2842
IHECRE00001477.1	H3K9me3	12.5235	0.4226	10.8612	0.267
IHECRE00001478.1	H3K9me3	52.6114	0.7144	46.3105	0.5645
IHECRE00001482.1	H3K9me3	31.5443	0.5121	25.5076	0.39
IHECRE00001483.1	H3K9me3	9.1298	0.2697	7.7877	0.1673
IHECRE00001486.1	H3K9me3	37.1647	0.6775	28.469	0.4844
IHECRE00001488.1	H3K9me3	36.614	0.5145	33.0142	0.3943
IHECRE00001490.1	H3K9me3	17.0544	0.319	14.3812	0.2323
IHECRE00001493.1	H3K9me3	58.7399	0.7943	46.2188	0.5881
IHECRE00001494.1	H3K9me3	43.4016	0.6423	33.0362	0.4401
IHECRE00001501.1	H3K9me3	20.7288	0.4254	17.7295	0.3139
IHECRE00001502.1	H3K9me3	52.8952	0.7462	40.9423	0.5477
IHECRE00001503.1	H3K9me3	36.878	0.5728	29.7889	0.4245
IHECRE00001508.1	H3K9me3	31.3782	0.5472	23.0918	0.3706
IHECRE00001510.1	H3K9me3	28.1724	0.5613	17.0728	0.3593
IHECRE00001516.1	H3K9me3	12.3722	0.2746	9.607	0.1619
IHECRE00001517.1	H3K9me3	35.5235	0.5111	32.0579	0.3898
IHECRE00001518.1	H3K9me3	53.2766	0.7272	46.2663	0.5837
IHECRE00001526.1	H3K9me3	62.4674	0.81	47.3058	0.5649
IHECRE00001528.1	H3K9me3	58.1595	0.7855	46.5577	0.587
IHECRE00001536.1	H3K9me3	32.1389	0.5314	24.6408	0.3724
IHECRE00001538.1	H3K9me3	56.444	0.7545	42.177	0.539
IHECRE00001540.1	H3K9me3	24.5755	0.4394	20.5438	0.3288
IHECRE00001542.1	H3K9me3	31.2529	0.55	24.73	0.3904
IHECRE00001546.1	H3K9me3	55.5207	0.7709	46.371	0.5877
IHECRE00001548.1	H3K9me3	51.2385	0.7088	42.0618	0.5314
IHECRE00001549.1	H3K9me3	49.9118	0.653	46.7243	0.5056
IHECRE00001551.1	H3K9me3	59.1459	0.7869	46.4645	0.5843
IHECRE00001554.1	H3K9me3	35.8221	0.5877	32.4373	0.4597
IHECRE00001557.1	H3K9me3	32.0126	0.5121	22.3603	0.3388
IHECRE00001851.4	H3K9me3	15.7744	0.3793	10.6868	0.2302
IHECRE00001852.4	H3K9me3	30.8404	0.5443	26.0585	0.386
IHECRE00001853.4	H3K9me3	34.6139	0.5484	34.3791	0.47
IHECRE00001854.4	H3K9me3	12.7851	0.3609	10.6893	0.3113
IHECRE00001856.4	H3K9me3	12.552	0.2958	8.9453	0.1801
IHECRE00001857.4	H3K9me3	41.8006	0.638	34.5519	0.4917
IHECRE00001858.4	H3K9me3	20.3574	0.4126	16.1201	0.2641
IHECRE00001859.4	H3K9me3	34.7107	0.5945	25.4224	0.4079
IHECRE00001860.4	H3K9me3	42.847	0.6016	34.3115	0.4478
IHECRE00001861.4	H3K9me3	14.9475	0.4951	13.9036	0.3179
IHECRE00001873.2	H3K9me3	2.6782	0.1795	2.1336	0.077
IHECRE00001874.2	H3K9me3	20.6367	0.3776	18.8123	0.2932
IHECRE00001875.2	H3K9me3	4.8158	0.2048	4.2778	0.1204
IHECRE00001876.2	H3K9me3	19.7401	0.365	17.5798	0.2819
IHECRE00001877.2	H3K9me3	6.9479	0.2432	6.3298	0.1684
IHECRE00001878.2	H3K9me3	5.2536	0.1673	4.7551	0.1143
IHECRE00001879.2	H3K9me3	2.4014	0.1201	2.1162	0.0626
IHECRE00001880.2	H3K9me3	4.9332	0.0607	4.4323	0.0629
IHECRE00001881.4	H3K9me3	18.087	0.5797	9.217	0.2965
IHECRE00001882.4	H3K9me3	28.375	0.5319	20.717	0.3446
IHECRE00001883.4	H3K9me3	20.8773	0.4604	11.6584	0.2605
IHECRE00001884.4	H3K9me3	18.7271	0.4544	13.5607	0.2867
IHECRE00001885.4	H3K9me3	18.2281	0.5044	13.7711	0.3095
IHECRE00001886.4	H3K9me3	27.1374	0.5238	18.1282	0.3387
IHECRE00001887.4	H3K9me3	13.3706	0.3161	11.1963	0.2385
IHECRE00001888.4	H3K9me3	25.5821	0.4761	17.6444	0.3166
IHECRE00001889.4	H3K9me3	42.2064	0.5838	24.4142	0.3428
IHECRE00001890.4	H3K9me3	24.0994	0.4971	17.5764	0.3225
IHECRE00001891.4	H3K9me3	24.0878	0.4994	14.8034	0.2896
IHECRE00001892.4	H3K9me3	30.1468	0.4629	23.2874	0.3355
IHECRE00001893.4	H3K9me3	23.4202	0.5193	18.0109	0.3549
IHECRE00001896.1	H3K9me3	11.2802	0.3932	10.5892	0.394
IHECRE00001897.1	H3K9me3	11.6753	0.3097	12.18	0.3439
IHECRE00001899.1	H3K9me3	23.4595	0.4362	23.2656	0.5224
IHECRE00001900.1	H3K9me3	65.4083	0.7703	50.8506	0.707
IHECRE00001901.1	H3K9me3	65.8485	0.8129	51.8129	0.6946
IHECRE00001902.1	H3K9me3	54.3729	0.7493	41.021	0.6537
IHECRE00001903.1	H3K9me3	53.4859	0.6837	45.5468	0.7124
IHECRE00001904.1	H3K9me3	56.9113	0.7245	48.3681	0.7401
IHECRE00001905.1	H3K9me3	67.3894	0.8277	58.314	0.7543
IHECRE00001906.1	H3K9me3	75.4515	0.8885	60.2289	0.7226
IHECRE00001907.1	H3K9me3	71.0845	0.8502	58.2511	0.7509
IHECRE00001908.1	H3K9me3	69.3944	0.8438	57.4594	0.7527
IHECRE00001909.1	H3K9me3	20.1702	0.4296	18.0242	0.4013
IHECRE00001913.1	H3K9me3	21.6961	0.4632	18.0788	0.3766
IHECRE00001914.1	H3K9me3	26.7144	0.5155	24.1428	0.4676
IHECRE00001915.1	H3K9me3	24.6539	0.5007	20.7948	0.3635
IHECRE00001916.1	H3K9me3	26.8912	0.5204	20.9606	0.3992
IHECRE00001917.1	H3K9me3	26.5565	0.4433	15.4171	0.2472
IHECRE00001918.1	H3K9me3	29.5518	0.5643	15.8856	0.2755
IHECRE00001921.1	H3K9me3	44.8583	0.6269	39.947	0.6197
IHECRE00001935.1	H3K9me3	61.7729	0.7675	51.0107	0.7391
IHECRE00001936.1	H3K9me3	62.5832	0.7781	52.8165	0.7375
IHECRE00001952.2	H3K9me3	49.4364	0.7413	30.5995	0.613
IHECRE00001953.2	H3K9me3	45.3374	0.6953	35.2726	0.6609
IHECRE00001954.2	H3K9me3	54.0574	0.7602	35.3875	0.6268
IHECRE00001955.3	H3K9me3	36.3029	0.7053	23.123	0.5741
IHECRE00001956.2	H3K9me3	46.7847	0.6924	10.9396	0.2764
IHECRE00001957.2	H3K9me3	52.9178	0.7564	34.8393	0.634
IHECRE00001958.3	H3K9me3	44.3974	0.705	28.6031	0.6386
IHECRE00001959.2	H3K9me3	35.4141	0.6376	17.3633	0.3713
IHECRE00001960.2	H3K9me3	39.7805	0.6849	25.5778	0.6346
IHECRE00001961.2	H3K9me3	30.3811	0.6267	17.7898	0.3931
IHECRE00001962.2	H3K9me3	54.2752	0.8192	25.8279	0.5356
IHECRE00001963.2	H3K9me3	52.9225	0.81	26.5732	0.4873
IHECRE00001964.2	H3K9me3	30.8022	0.6572	15.3295	0.5225
IHECRE00001965.2	H3K9me3	38.106	0.6712	21.796	0.5814
IHECRE00001966.2	H3K9me3	46.3943	0.6929	9.6607	0.2651
IHECRE00001973.1	H3K9me3	47.9738	0.7638	38.5814	0.5714
IHECRE00001984.1	H3K9me3	57.2708	0.8228	47.1242	0.6277
IHECRE00001990.1	H3K9me3	61.9791	0.8555	49.5259	0.6509
IHECRE00001992.1	H3K9me3	26.4877	0.5098	24.1055	0.3857
IHECRE00001997.1	H3K9me3	62.8693	0.8511	48.9921	0.6416
IHECRE00002005.1	H3K9me3	66.3141	0.8662	52.0617	0.6523
IHECRE00002029.1	H3K9me3	46.7393	0.7065	44.6817	0.5931
IHECRE00002048.1	H3K9me3	24.101	0.4722	21.925	0.366
IHECRE00002049.2	H3K9me3	33.9561	0.5712	26.4823	0.4121
IHECRE00002058.1	H3K9me3	60.0376	0.8338	47.6904	0.6212
IHECRE00002061.1	H3K9me3	53.1408	0.7802	47.2378	0.6186
IHECRE00002063.1	H3K9me3	43.2611	0.7053	37.1275	0.5451
IHECRE00002065.1	H3K9me3	47.2576	0.7452	37.5839	0.5532
IHECRE00002067.1	H3K9me3	59.0176	0.8366	46.2816	0.6237
IHECRE00002071.1	H3K9me3	28.1816	0.5169	26.355	0.4474
IHECRE00002075.1	H3K9me3	25.0567	0.5259	21.9612	0.4023
IHECRE00002076.1	H3K9me3	53.039	0.796	43.0937	0.5969
IHECRE00002086.1	H3K9me3	48.9977	0.747	41.0506	0.5742
IHECRE00003396.1	H3K9me3	1.3339	0.082	1.0409	-0.0006
IHECRE00003397.1	H3K9me3	1.6305	0.1897	1.0639	0.0226
IHECRE00003398.1	H3K9me3	1.2752	0.0652	1.0755	-0.0298
IHECRE00003400.1	H3K9me3	1.4545	0.1279	1.0806	-0.0041
IHECRE00003401.1	H3K9me3	2.973	0.1649	1.9981	0.0789
IHECRE00003402.2	H3K9me3	3.767	0.1992	3.4462	0.1324
IHECRE00003404.1	H3K9me3	0.7983	0.051	1.0295	0.0046
IHECRE00003405.1	H3K9me3	1.2596	0.0355	1.7237	0.0266
IHECRE00003406.1	H3K9me3	1.8002	0.2109	1.1014	0.0313
IHECRE00003660.4	H3K9me3	51.3723	0.6969	30.4969	0.5723
IHECRE00003675.3	H3K9me3	65.2469	0.8195	43.7612	0.6741
IHECRE00003676.3	H3K9me3	59.0877	0.7864	43.8949	0.7056
IHECRE00003677.3	H3K9me3	65.9798	0.7875	44.4534	0.6642
IHECRE00003678.3	H3K9me3	58.8293	0.7937	41.5379	0.6478
IHECRE00003679.3	H3K9me3	68.9705	0.865	48.2846	0.6942
IHECRE00003680.3	H3K9me3	66.7021	0.7844	44.4072	0.637
IHECRE00003682.3	H3K9me3	62.3129	0.7998	43.1068	0.6466
IHECRE00003683.3	H3K9me3	64.9697	0.7298	56.3533	0.7256
