epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00003700.4	H3K36me3	25.4674	0.3842	17.4054	0.2999
IHECRE00003702.4	H3K36me3	26.4099	0.4902	12.4654	0.3152
IHECRE00003704.4	H3K36me3	39.5451	0.663	21.5123	0.4844
IHECRE00003705.4	H3K36me3	15.4769	0.3079	13.716	0.2667
IHECRE00003706.4	H3K36me3	26.195	0.5555	17.5579	0.436
IHECRE00003707.4	H3K36me3	35.5688	0.614	28.9637	0.5427
IHECRE00003709.4	H3K36me3	40.0113	0.6637	28.985	0.551
IHECRE00003710.4	H3K36me3	40.3186	0.5891	26.0919	0.4558
IHECRE00003711.4	H3K36me3	41.9532	0.705	33.0649	0.6165
IHECRE00003713.4	H3K36me3	41.1469	0.6996	29.1039	0.5767
IHECRE00003714.4	H3K36me3	47.0877	0.6958	44.6501	0.6686
IHECRE00003715.2	H3K36me3	47.7783	0.781	34.8039	0.6509
IHECRE00003716.2	H3K36me3	44.3769	0.7653	35.671	0.662
IHECRE00003730.1	H3K36me3	10.7006	0.3233	9.7739	0.2969
IHECRE00003803.1	H3K36me3	46.0632	0.6408	39.7566	0.5891
IHECRE00003804.1	H3K36me3	75.8034	0.8744	55.9081	0.7937
IHECRE00003805.1	H3K36me3	63.2522	0.8814	55.8284	0.8316
IHECRE00003806.1	H3K36me3	72.9622	0.933	62.521	0.8745
IHECRE00003808.1	H3K36me3	74.8906	0.8998	53.1106	0.783
IHECRE00003809.1	H3K36me3	75.1383	0.9063	53.6834	0.7939
IHECRE00003810.1	H3K36me3	76.2855	0.8999	53.8478	0.7839
IHECRE00003811.1	H3K36me3	80.5028	0.8845	56.2577	0.7809
IHECRE00003812.1	H3K36me3	70.1828	0.906	62.612	0.8594
IHECRE00003813.1	H3K36me3	74.3386	0.9028	54.9337	0.8033
IHECRE00003814.1	H3K36me3	72.8225	0.8268	51.6466	0.7349
IHECRE00003816.1	H3K36me3	72.8292	0.9265	65.1914	0.8825
IHECRE00003817.1	H3K36me3	81.3492	0.9042	56.5918	0.7897
IHECRE00003818.1	H3K36me3	61.5914	0.8479	55.2144	0.8079
IHECRE00003819.1	H3K36me3	75.0677	0.9158	52.3926	0.7911
IHECRE00003821.3	H3K36me3	59.0298	0.7236	15.9742	0.385
IHECRE00003822.3	H3K36me3	50.1299	0.8501	16.2784	0.5749
IHECRE00003824.4	H3K36me3	52.4829	0.8764	26.0865	0.6912
IHECRE00003825.5	H3K36me3	45.0828	0.7688	21.4073	0.5947
IHECRE00003826.4	H3K36me3	0.9847	0.1732	28.0631	0.4425
IHECRE00003827.1	H3K36me3	49.7777	0.8409	16.0426	0.5603
IHECRE00003828.3	H3K36me3	52.9267	0.6986	12.4602	0.3436
IHECRE00003829.4	H3K36me3	43.1865	0.6786	16.7607	0.4768
IHECRE00003830.4	H3K36me3	54.3731	0.795	19.6898	0.5503
IHECRE00003832.2	H3K36me3	42.4874	0.6767	18.7731	0.4922
IHECRE00003833.4	H3K36me3	26.9585	0.5289	13.433	0.379
IHECRE00003834.5	H3K36me3	41.4452	0.6359	25.0557	0.4992
IHECRE00003835.4	H3K36me3	53.2136	0.8614	26.4966	0.6933
IHECRE00003836.3	H3K36me3	63.2955	0.7723	18.8495	0.4474
IHECRE00003837.4	H3K36me3	39.7269	0.7434	19.237	0.5794
IHECRE00003838.5	H3K36me3	47.7718	0.8333	24.8108	0.6764
IHECRE00003839.3	H3K36me3	63.3105	0.8198	17.9278	0.4521
IHECRE00003841.3	H3K36me3	71.7848	0.8637	21.7975	0.5002
IHECRE00003842.2	H3K36me3	49.2671	0.7118	15.0541	0.4453
IHECRE00003843.4	H3K36me3	37.0406	0.6218	15.6872	0.4265
IHECRE00003844.4	H3K36me3	41.2208	0.7461	12.5083	0.4698
IHECRE00003845.2	H3K36me3	46.3493	0.8317	19.2689	0.626
IHECRE00003846.4	H3K36me3	49.9915	0.8342	30.8367	0.6974
IHECRE00003847.4	H3K36me3	49.0457	0.8533	21.5253	0.6465
IHECRE00003848.5	H3K36me3	44.6926	0.7606	34.9692	0.6743
IHECRE00004602.2	H3K36me3	45.95	0.8188	27.7638	0.6847
IHECRE00004603.3	H3K36me3	28.2927	0.504	21.418	0.5099
IHECRE00004604.3	H3K36me3	28.6152	0.5793	16.3851	0.5014
IHECRE00004605.1	H3K36me3	45.1379	0.7158	9.1314	0.2968
IHECRE00004606.2	H3K36me3	46.2209	0.7278	17.3906	0.3935
IHECRE00004607.2	H3K36me3	38.4071	0.6618	12.8201	0.2406
IHECRE00004608.1	H3K36me3	40.8976	0.6632	14.1526	0.3685
IHECRE00004609.2	H3K36me3	41.4901	0.6883	11.2551	0.3451
IHECRE00004610.2	H3K36me3	52.0154	0.7862	12.9658	0.36
IHECRE00004611.2	H3K36me3	21.2786	0.4764	14.2487	0.4553
IHECRE00004612.2	H3K36me3	28.3615	0.4457	25.5032	0.5233
IHECRE00004613.1	H3K36me3	36.0447	0.6062	11.5747	0.284
IHECRE00004614.1	H3K36me3	33.6999	0.5806	9.8815	0.1824
IHECRE00004615.1	H3K36me3	42.1058	0.6794	10.9396	0.3099
IHECRE00004616.1	H3K36me3	27.1555	0.5007	8.1963	0.1964
IHECRE00004617.2	H3K36me3	34.7608	0.6251	11.4522	0.2298
IHECRE00004618.1	H3K36me3	43.7881	0.6958	18.1515	0.4046
IHECRE00004619.2	H3K36me3	38.4091	0.6578	11.3809	0.2036
IHECRE00004620.2	H3K36me3	26.5166	0.5308	8.8065	0.1826
IHECRE00004621.2	H3K36me3	44.8869	0.7234	14.1764	0.2499
IHECRE00004622.3	H3K36me3	51.0517	0.7355	48.1332	0.7029
IHECRE00004623.3	H3K36me3	54.3721	0.7767	44.516	0.7137
IHECRE00004624.3	H3K36me3	64.6082	0.8845	57.5229	0.8349
IHECRE00004626.3	H3K36me3	34.3521	0.6007	21.5435	0.4585
IHECRE00004627.3	H3K36me3	60.5601	0.8247	38.5535	0.6635
IHECRE00004628.3	H3K36me3	31.0698	0.6385	21.0259	0.5268
IHECRE00004629.3	H3K36me3	41.6843	0.637	33.8906	0.5544
IHECRE00004631.3	H3K36me3	5.3642	0.1581	2.5061	0.0487
IHECRE00004632.3	H3K36me3	15.6472	0.3033	14.6183	0.2884
IHECRE00004633.3	H3K36me3	39.1905	0.687	24.2267	0.5359
IHECRE00004634.3	H3K36me3	17.7683	0.3775	12.9737	0.3003
IHECRE00004635.3	H3K36me3	34.0424	0.6043	21.9437	0.4741
IHECRE00004636.3	H3K36me3	54.3533	0.8152	46.3341	0.7517
IHECRE00004637.3	H3K36me3	13.4826	0.3283	12.9568	0.2743
IHECRE00004638.3	H3K36me3	44.8818	0.6723	38.2709	0.5985
IHECRE00004639.3	H3K36me3	27.2156	0.5164	23.3186	0.4633
IHECRE00004640.3	H3K36me3	53.1556	0.7805	47.3004	0.7236
IHECRE00004641.3	H3K36me3	46.0559	0.7003	41.2314	0.639
IHECRE00004643.3	H3K36me3	61.9181	0.8214	56.6303	0.7895
IHECRE00004644.3	H3K36me3	42.544	0.6589	36.1448	0.5898
IHECRE00004646.3	H3K36me3	2.3444	0.174	1.4399	0.0507
IHECRE00004647.3	H3K36me3	76.9931	0.9342	70.8945	0.9089
IHECRE00004649.3	H3K36me3	34.0883	0.5771	30.5611	0.5297
IHECRE00004650.3	H3K36me3	36.9045	0.5693	32.8275	0.5108
IHECRE00004653.3	H3K36me3	57.1013	0.8413	48.9836	0.7667
IHECRE00004654.3	H3K36me3	70.0562	0.9183	63.6433	0.8818
IHECRE00004655.3	H3K36me3	25.8115	0.5371	21.7998	0.4847
IHECRE00004656.3	H3K36me3	31.774	0.4992	29.1632	0.4688
IHECRE00004658.3	H3K36me3	20.697	0.4092	18.7549	0.3769
IHECRE00004659.3	H3K36me3	58.9491	0.7871	56.0236	0.7665
IHECRE00004661.3	H3K36me3	48.0571	0.6638	43.9637	0.623
IHECRE00004662.3	H3K36me3	73.2392	0.8764	52.4167	0.7198
IHECRE00004663.3	H3K36me3	48.8894	0.6686	37.6177	0.5454
IHECRE00004664.3	H3K36me3	66.7154	0.8872	57.6487	0.825
IHECRE00004665.3	H3K36me3	73.2227	0.9276	62.1756	0.8579
IHECRE00004666.3	H3K36me3	46.9733	0.7011	33.0805	0.5528
IHECRE00004667.3	H3K36me3	23.1657	0.5161	19.5481	0.4444
IHECRE00004668.3	H3K36me3	73.7905	0.9281	61.4666	0.8507
IHECRE00004669.3	H3K36me3	36.7167	0.5153	34.1336	0.4861
IHECRE00004670.3	H3K36me3	46.0843	0.6914	42.3232	0.6459
IHECRE00004671.3	H3K36me3	69.3781	0.9146	67.5894	0.903
IHECRE00004672.3	H3K36me3	48.9209	0.6567	43.9867	0.6189
IHECRE00004673.3	H3K36me3	32.3263	0.5619	15.6391	0.3816
IHECRE00004674.3	H3K36me3	55.3155	0.8014	47.3284	0.7394
IHECRE00004675.3	H3K36me3	63.3635	0.8709	57.4958	0.829
IHECRE00004676.3	H3K36me3	51.2336	0.7709	28.3665	0.5536
IHECRE00004678.3	H3K36me3	43.4483	0.6792	26.419	0.5065
IHECRE00004681.3	H3K36me3	49.2533	0.7202	45.2772	0.6908
IHECRE00004682.3	H3K36me3	20.6329	0.3564	17.808	0.3186
IHECRE00004683.3	H3K36me3	17.0085	0.3227	16.3421	0.313
IHECRE00004684.3	H3K36me3	60.0858	0.8434	49.7585	0.7494
IHECRE00004685.3	H3K36me3	42.4579	0.6605	29.3314	0.536
IHECRE00004686.3	H3K36me3	51.1923	0.7375	41.5192	0.6274
IHECRE00004687.3	H3K36me3	48.6277	0.735	44.0318	0.6715
IHECRE00004688.3	H3K36me3	3.2303	0.1417	2.6655	0.0958
IHECRE00004689.3	H3K36me3	23.0894	0.4335	22.1623	0.409
IHECRE00004691.3	H3K36me3	37.6812	0.6517	26.13	0.5275
IHECRE00004693.3	H3K36me3	55.6969	0.8004	33.0531	0.6042
IHECRE00004695.3	H3K36me3	62.7638	0.8798	56.048	0.8236
IHECRE00004696.3	H3K36me3	52.6251	0.7929	45.9288	0.7336
IHECRE00004698.3	H3K36me3	27.7543	0.4476	23.8269	0.4016
IHECRE00004699.3	H3K36me3	74.1403	0.929	67.0193	0.8921
IHECRE00004700.3	H3K36me3	42.3281	0.6738	34.9872	0.5981
IHECRE00004701.3	H3K36me3	57.7407	0.8393	49.0149	0.7714
IHECRE00004702.3	H3K36me3	53.7601	0.728	40.6846	0.5974
IHECRE00004703.3	H3K36me3	60.6817	0.8266	56.5938	0.8003
IHECRE00004704.3	H3K36me3	17.7739	0.3388	16.5483	0.321
IHECRE00004705.3	H3K36me3	61.4135	0.8702	51.846	0.7932
IHECRE00004707.3	H3K36me3	28.84	0.4559	23.762	0.3961
IHECRE00004708.3	H3K36me3	58.0958	0.836	54.4869	0.8124
IHECRE00004709.3	H3K36me3	12.8186	0.2908	11.8901	0.2663
IHECRE00004711.3	H3K36me3	70.2503	0.9178	65.7854	0.8905
IHECRE00004712.3	H3K36me3	23.2295	0.4452	15.2481	0.3595
IHECRE00004713.2	H3K36me3	30.9031	0.5517	29.1584	0.5137
IHECRE00004726.1	H3K36me3	44.9218	0.7222	8.8578	0.2691
IHECRE00004727.1	H3K36me3	35.4278	0.5948	11.2997	0.2782
IHECRE00004728.1	H3K36me3	40.5653	0.6586	11.8436	0.3033
IHECRE00004729.1	H3K36me3	40.7689	0.6844	9.5219	0.2606
IHECRE00004730.1	H3K36me3	43.6024	0.7076	11.7652	0.2653
IHECRE00004731.1	H3K36me3	37.5763	0.6172	9.4752	0.2461
IHECRE00004732.1	H3K36me3	50.0155	0.7682	11.5536	0.3132
IHECRE00004733.1	H3K36me3	54.404	0.7876	14.7173	0.3383
IHECRE00004734.1	H3K36me3	53.1783	0.7692	13.9155	0.3596
IHECRE00004880.1	H3K36me3	43.9159	0.548	36.0385	0.503
IHECRE00004883.1	H3K36me3	51.1123	0.7196	44.8701	0.6825
IHECRE00004884.1	H3K36me3	55.0314	0.7186	46.3433	0.674
IHECRE00004885.1	H3K36me3	44.379	0.7275	38.8797	0.6578
IHECRE00004886.1	H3K36me3	49.8998	0.6774	44.2242	0.6371
IHECRE00004888.1	H3K36me3	59.4787	0.8398	47.7608	0.7444
IHECRE00004894.1	H3K36me3	46.0002	0.7644	39.5719	0.684
IHECRE00004897.1	H3K36me3	44.0357	0.6169	37.3923	0.572
IHECRE00004900.1	H3K36me3	55.6648	0.7623	48.6925	0.7243
IHECRE00004901.1	H3K36me3	31.9504	0.4589	30.3707	0.4611
IHECRE00004903.1	H3K36me3	51.5394	0.7404	43.6553	0.6936
IHECRE00004905.1	H3K36me3	33.2669	0.4868	30.5406	0.4631
IHECRE00004909.1	H3K36me3	49.6432	0.7805	40.1745	0.6756
IHECRE00000001.4	H3K4me1	24.4907	0.4981	8.5154	0.2527
IHECRE00000002.3	H3K4me1	55.7008	0.7134	40.9244	0.5722
IHECRE00000004.3	H3K4me1	57.3611	0.7471	47.9408	0.6369
IHECRE00000008.3	H3K4me1	53.8815	0.7903	30.623	0.5633
IHECRE00000009.3	H3K4me1	55.4682	0.7209	34.2697	0.5227
IHECRE00000010.3	H3K4me1	48.3371	0.5993	28.9264	0.4173
IHECRE00000011.3	H3K4me1	33.7304	0.4896	26.1954	0.3935
IHECRE00000013.3	H3K4me1	52.17	0.7962	31.6296	0.5888
IHECRE00000014.2	H3K4me1	56.6878	0.7985	38.5335	0.6236
IHECRE00000016.3	H3K4me1	52.1395	0.7851	32.0225	0.5837
IHECRE00000017.3	H3K4me1	59.0845	0.7336	35.6067	0.5203
IHECRE00000022.3	H3K4me1	63.2934	0.8239	43.2181	0.6423
IHECRE00000024.3	H3K4me1	56.4396	0.7239	35.1707	0.5077
IHECRE00000026.3	H3K4me1	57.1023	0.7519	45.222	0.652
IHECRE00000027.3	H3K4me1	76.5722	0.9093	50.0511	0.7363
IHECRE00000031.3	H3K4me1	20.8701	0.5435	15.822	0.447
IHECRE00000034.3	H3K4me1	60.6853	0.7987	35.1833	0.5532
IHECRE00000035.3	H3K4me1	65.9744	0.8596	41.7681	0.6336
IHECRE00000043.3	H3K4me1	52.6202	0.7968	30.8211	0.5758
IHECRE00000045.3	H3K4me1	63.7521	0.8543	25.9602	0.4607
IHECRE00000048.3	H3K4me1	78.787	0.9306	52.8982	0.7618
IHECRE00000049.3	H3K4me1	54.641	0.7244	34.9611	0.5123
IHECRE00000051.3	H3K4me1	44.6035	0.622	33.3536	0.4981
IHECRE00000053.3	H3K4me1	55.831	0.8052	38.907	0.638
IHECRE00000054.3	H3K4me1	54.0393	0.6595	32.7219	0.4526
IHECRE00000055.3	H3K4me1	45.8228	0.706	27.6623	0.5108
IHECRE00000056.3	H3K4me1	62.0918	0.8113	34.5166	0.5415
IHECRE00000058.3	H3K4me1	52.8282	0.6931	31.0244	0.4629
IHECRE00000059.3	H3K4me1	45.5077	0.7313	30.2968	0.5675
IHECRE00000060.3	H3K4me1	50.7532	0.7178	29.8491	0.512
IHECRE00000070.3	H3K4me1	48.6405	0.6948	44.3153	0.6388
IHECRE00000071.3	H3K4me1	45.5174	0.6922	27.5463	0.5007
IHECRE00000073.3	H3K4me1	50.0631	0.6506	35.697	0.5061
IHECRE00000075.3	H3K4me1	53.642	0.7528	33.4109	0.5445
IHECRE00000076.3	H3K4me1	60.3984	0.7839	38.8069	0.5835
IHECRE00000083.3	H3K4me1	55.518	0.7274	38.1126	0.5687
IHECRE00000084.3	H3K4me1	56.4486	0.8351	30.5432	0.5894
IHECRE00000085.3	H3K4me1	52.0238	0.7312	30.0649	0.5349
IHECRE00000087.3	H3K4me1	50.9994	0.6128	37.8328	0.4949
IHECRE00000090.3	H3K4me1	79.0068	0.9236	50.2083	0.7396
IHECRE00000094.3	H3K4me1	49.5838	0.663	42.8265	0.5807
IHECRE00000095.3	H3K4me1	69.6811	0.866	55.6757	0.7387
IHECRE00000096.3	H3K4me1	60.5251	0.777	44.2198	0.6424
IHECRE00000097.3	H3K4me1	74.0419	0.8747	46.9918	0.6847
IHECRE00000099.3	H3K4me1	56.8003	0.8056	20.7339	0.4129
IHECRE00000101.3	H3K4me1	64.1597	0.7929	41.8657	0.6248
IHECRE00000102.3	H3K4me1	69.6839	0.8805	41.3319	0.6356
IHECRE00000105.3	H3K4me1	39.303	0.6688	25.4609	0.4759
IHECRE00000109.3	H3K4me1	79.0188	0.9304	61.5905	0.7944
IHECRE00000112.3	H3K4me1	45.1282	0.6519	25.702	0.422
IHECRE00000114.3	H3K4me1	46.5552	0.681	42.5671	0.6351
IHECRE00000117.3	H3K4me1	65.3536	0.8927	32.1566	0.6243
IHECRE00000118.3	H3K4me1	41.4423	0.5834	30.7498	0.4639
IHECRE00000121.3	H3K4me1	54.9176	0.7869	34.1839	0.588
IHECRE00000123.3	H3K4me1	63.3122	0.8095	48.7565	0.7002
IHECRE00000124.3	H3K4me1	74.8959	0.9124	59.1163	0.7799
IHECRE00000125.3	H3K4me1	62.5177	0.8476	36.3315	0.5943
IHECRE00000126.3	H3K4me1	58.4097	0.8171	20.4106	0.4113
IHECRE00000128.3	H3K4me1	49.8598	0.6353	32.0026	0.4677
IHECRE00000129.3	H3K4me1	54.295	0.8052	30.5846	0.574
IHECRE00000132.3	H3K4me1	57.1712	0.744	41.7474	0.594
IHECRE00000133.3	H3K4me1	65.1873	0.8616	38.6229	0.6094
IHECRE00000135.3	H3K4me1	64.2686	0.8349	42.3867	0.6504
IHECRE00000140.3	H3K4me1	57.7815	0.7419	37.4508	0.5611
IHECRE00000141.3	H3K4me1	36.8045	0.6301	30.0939	0.5334
IHECRE00000142.3	H3K4me1	61.0373	0.7937	39.8362	0.578
IHECRE00000147.3	H3K4me1	60.7856	0.8034	34.1653	0.5484
IHECRE00000152.3	H3K4me1	61.7933	0.7627	37.3613	0.5385
IHECRE00000153.3	H3K4me1	56.8699	0.7817	35.3909	0.5589
IHECRE00000155.3	H3K4me1	71.3361	0.8667	49.3498	0.7155
IHECRE00000159.3	H3K4me1	80.9733	0.9298	62.3986	0.7939
IHECRE00000160.3	H3K4me1	57.8108	0.7216	33.4792	0.5024
IHECRE00000161.3	H3K4me1	59.2734	0.8554	33.1548	0.6146
IHECRE00000162.3	H3K4me1	59.1429	0.7992	34.878	0.5982
IHECRE00000171.3	H3K4me1	55.4605	0.7892	37.5756	0.6021
IHECRE00000174.3	H3K4me1	60.1822	0.8389	33.2939	0.5956
IHECRE00000175.3	H3K4me1	57.4957	0.8362	42.1669	0.693
IHECRE00000177.3	H3K4me1	48.0204	0.7298	28.5553	0.5229
IHECRE00000178.3	H3K4me1	77.5924	0.9127	59.385	0.767
IHECRE00000180.3	H3K4me1	54.9677	0.6834	35.7972	0.4916
IHECRE00000181.3	H3K4me1	57.2808	0.7381	42.1945	0.595
IHECRE00000184.3	H3K4me1	53.2247	0.7821	19.6605	0.4051
IHECRE00000185.3	H3K4me1	74.9797	0.9129	46.9382	0.7232
IHECRE00000187.3	H3K4me1	57.8832	0.7869	34.9816	0.5621
IHECRE00000188.3	H3K4me1	63.2852	0.7929	36.8552	0.5454
IHECRE00000190.3	H3K4me1	69.7121	0.9171	34.1032	0.6449
IHECRE00000191.3	H3K4me1	55.6423	0.7474	34.0846	0.5408
IHECRE00000193.3	H3K4me1	34.2009	0.5855	26.1289	0.4502
IHECRE00000194.3	H3K4me1	64.8303	0.8413	37.0201	0.5864
IHECRE00000195.3	H3K4me1	61.3971	0.8803	36.515	0.6622
IHECRE00000221.3	H3K4me1	16.5756	0.3376	8.5029	0.2027
IHECRE00000222.3	H3K4me1	41.2704	0.6689	17.697	0.3535
IHECRE00000223.3	H3K4me1	43.0916	0.6788	15.9942	0.3445
IHECRE00000224.3	H3K4me1	51.0068	0.7502	25.0346	0.46
IHECRE00000225.3	H3K4me1	51.4654	0.7505	11.431	0.2853
IHECRE00000226.3	H3K4me1	70.8831	0.8622	34.2178	0.5102
IHECRE00000227.3	H3K4me1	42.9585	0.6938	7.6724	0.2401
IHECRE00000228.3	H3K4me1	46.3073	0.7007	19.9647	0.386
IHECRE00000229.3	H3K4me1	55.2956	0.7735	30.7737	0.5148
IHECRE00000230.3	H3K4me1	45.0272	0.7171	18.2701	0.3808
IHECRE00000231.3	H3K4me1	49.2531	0.6899	21.3865	0.3898
IHECRE00000232.3	H3K4me1	70.2682	0.8444	28.5031	0.4194
IHECRE00000233.3	H3K4me1	56.1345	0.8009	23.7874	0.4379
IHECRE00000234.3	H3K4me1	63.7211	0.8263	27.9889	0.4475
IHECRE00000235.3	H3K4me1	54.0044	0.7792	16.2146	0.3368
IHECRE00000236.3	H3K4me1	51.4731	0.7712	16.8184	0.3592
IHECRE00000237.3	H3K4me1	47.4663	0.6826	35.4654	0.5487
IHECRE00000238.3	H3K4me1	31.7717	0.575	7.4483	0.2072
IHECRE00000239.3	H3K4me1	61.4116	0.7978	27.1899	0.4349
IHECRE00000240.3	H3K4me1	18.47	0.4423	9.8601	0.2519
IHECRE00000241.3	H3K4me1	64.9896	0.79	26.0791	0.3755
IHECRE00000242.3	H3K4me1	43.7207	0.6706	12.4048	0.2793
IHECRE00000243.3	H3K4me1	24.1437	0.4984	9.0018	0.2313
IHECRE00000244.3	H3K4me1	61.3614	0.7745	31.7182	0.4582
IHECRE00000246.3	H3K4me1	63.0977	0.7936	22.7265	0.3561
IHECRE00000247.3	H3K4me1	71.1782	0.8521	31.2415	0.4561
IHECRE00000248.2	H3K4me1	73.4773	0.9194	50.1497	0.7151
IHECRE00000249.2	H3K4me1	63.6634	0.8633	40.0544	0.6498
IHECRE00000250.2	H3K4me1	45.6287	0.739	15.5841	0.3674
IHECRE00000251.2	H3K4me1	66.3966	0.8507	52.8891	0.728
IHECRE00000252.2	H3K4me1	32.7813	0.5395	27.0913	0.496
IHECRE00000256.2	H3K4me1	74.391	0.9176	53.8259	0.7431
IHECRE00000257.2	H3K4me1	38.7707	0.6729	28.1754	0.5369
IHECRE00000258.2	H3K4me1	61.9204	0.8397	37.42	0.6058
IHECRE00000260.2	H3K4me1	28.4204	0.4999	21.4301	0.4191
IHECRE00000261.2	H3K4me1	63.369	0.8127	30.7285	0.5051
IHECRE00000262.2	H3K4me1	62.7815	0.8376	49.0331	0.7077
IHECRE00000263.2	H3K4me1	57.2468	0.8172	38.3831	0.6428
IHECRE00000265.2	H3K4me1	66.7129	0.8261	55.1267	0.7102
IHECRE00000267.2	H3K4me1	64.2267	0.8714	55.2629	0.7943
IHECRE00000269.2	H3K4me1	51.7973	0.8115	32.5508	0.6182
IHECRE00000270.2	H3K4me1	34.2555	0.5821	19.127	0.4102
IHECRE00000271.2	H3K4me1	58.0659	0.7964	44.8386	0.6665
IHECRE00000277.2	H3K4me1	63.7931	0.8709	42.6715	0.6889
IHECRE00000279.2	H3K4me1	55.481	0.7571	35.4649	0.5486
IHECRE00000280.2	H3K4me1	72.5861	0.901	41.6713	0.6282
IHECRE00000283.2	H3K4me1	68.2675	0.8819	31.6499	0.5198
IHECRE00000284.2	H3K4me1	73.46	0.9035	53.1085	0.7297
IHECRE00000285.2	H3K4me1	73.3743	0.9163	51.0325	0.7279
IHECRE00000290.2	H3K4me1	60.1492	0.7891	35.158	0.5456
IHECRE00000294.2	H3K4me1	67.2086	0.8783	53.582	0.7579
IHECRE00000295.2	H3K4me1	58.779	0.8368	39.9123	0.6549
IHECRE00000296.2	H3K4me1	62.2933	0.8565	41.1995	0.6603
IHECRE00000297.2	H3K4me1	59.1282	0.8049	35.4562	0.5602
IHECRE00000298.2	H3K4me1	68.8334	0.8771	40.4925	0.6156
IHECRE00000301.2	H3K4me1	76.1638	0.9305	56.8369	0.7705
IHECRE00000303.2	H3K4me1	61.6561	0.8246	26.1596	0.4576
IHECRE00000304.2	H3K4me1	64.0643	0.8488	49.8502	0.7107
IHECRE00000308.2	H3K4me1	73.9521	0.9217	52.3375	0.7385
IHECRE00000309.2	H3K4me1	63.3904	0.8401	47.6198	0.6858
IHECRE00000310.2	H3K4me1	33.1778	0.5236	27.3638	0.4495
IHECRE00000315.2	H3K4me1	20.0302	0.3772	11.1587	0.2566
IHECRE00000316.2	H3K4me1	62.7682	0.8551	46.2276	0.72
IHECRE00000317.2	H3K4me1	72.9306	0.9113	55.2491	0.7602
IHECRE00000318.2	H3K4me1	63.1882	0.886	34.5656	0.6386
IHECRE00000321.2	H3K4me1	31.2203	0.5591	18.986	0.409
IHECRE00000324.2	H3K4me1	57.0368	0.7923	34.7123	0.5445
IHECRE00000327.2	H3K4me1	49.8185	0.7619	29.0547	0.5346
IHECRE00000329.2	H3K4me1	70.1816	0.8744	39.2781	0.603
IHECRE00000330.2	H3K4me1	64.8009	0.8564	46.9468	0.6913
IHECRE00000332.2	H3K4me1	76.036	0.9133	35.7065	0.5651
IHECRE00000335.2	H3K4me1	63.3626	0.8008	39.5369	0.5832
IHECRE00000339.2	H3K4me1	30.0187	0.5172	18.4645	0.3797
IHECRE00000341.2	H3K4me1	60.1833	0.8166	35.9988	0.5437
IHECRE00000343.2	H3K4me1	50.7872	0.753	41.3166	0.6605
IHECRE00000346.2	H3K4me1	75.8238	0.8948	54.6564	0.7146
IHECRE00000347.2	H3K4me1	66.6437	0.8389	37.8688	0.5649
IHECRE00000348.2	H3K4me1	18.3365	0.3792	11.683	0.2717
IHECRE00000349.2	H3K4me1	70.3977	0.8935	38.5716	0.6008
IHECRE00000353.2	H3K4me1	73.5792	0.9266	52.4144	0.7389
IHECRE00000354.2	H3K4me1	72.2606	0.906	40.466	0.6292
IHECRE00000649.1	H3K4me1	51.9774	0.7215	34.3185	0.5469
IHECRE00000665.1	H3K4me1	48.5713	0.7599	29.4359	0.5486
IHECRE00000666.1	H3K4me1	66.2092	0.8514	33.0526	0.5502
IHECRE00000675.3	H3K4me1	30.5741	0.4536	15.023	0.2744
IHECRE00000676.1	H3K4me1	43.0805	0.6718	27.3349	0.4759
IHECRE00000683.3	H3K4me1	53.7089	0.7003	33.8059	0.5173
IHECRE00000701.3	H3K4me1	58.0459	0.8078	21.4526	0.4258
IHECRE00000702.1	H3K4me1	35.981	0.532	27.721	0.4678
IHECRE00000704.1	H3K4me1	65.4092	0.808	37.4643	0.5715
IHECRE00000709.3	H3K4me1	42.4144	0.7105	23.2446	0.476
IHECRE00000718.3	H3K4me1	66.8728	0.8613	45.3566	0.6826
IHECRE00000726.3	H3K4me1	57.4957	0.8294	23.9575	0.4944
IHECRE00000728.1	H3K4me1	58.8827	0.7963	26.2924	0.4735
IHECRE00000729.3	H3K4me1	39.8012	0.5872	22.5567	0.3793
IHECRE00000732.1	H3K4me1	54.3461	0.8098	22.8218	0.4751
IHECRE00000734.3	H3K4me1	38.7111	0.5395	20.7839	0.3531
IHECRE00000738.3	H3K4me1	46.9676	0.6403	21.6854	0.3815
IHECRE00000740.1	H3K4me1	38.197	0.5817	25.1928	0.4468
IHECRE00000741.3	H3K4me1	53.2012	0.7927	40.8429	0.6682
IHECRE00000743.1	H3K4me1	71.4993	0.8896	37.0591	0.5966
IHECRE00000753.3	H3K4me1	NA	NA	19.6768	0.3831
IHECRE00000756.1	H3K4me1	63.7501	0.8875	30.7141	0.5773
IHECRE00000772.1	H3K4me1	64.2239	0.9033	36.79	0.6503
IHECRE00000773.1	H3K4me1	62.9608	0.8426	29.739	0.5217
IHECRE00000774.3	H3K4me1	57.1145	0.7538	36.8424	0.57
IHECRE00000775.1	H3K4me1	49.8414	0.7566	16.9483	0.3556
IHECRE00000783.1	H3K4me1	58.7701	0.8662	27.7861	0.5596
IHECRE00000784.3	H3K4me1	61.4628	0.8177	25.144	0.4521
IHECRE00000785.3	H3K4me1	51.4209	0.7229	31.1868	0.5147
